guten_bid,good_bid,title,author
11146,1132719,The Expedition of the Donner Party and Its Tragic Fate,Eliza P. Donner Houghton
11162,2067866,The Story of Little Black Mingo,Helen Bannerman
11172,30683751,Abraham Lincoln: A Play,MR John Drinkwater
11212,19039339,Modern India,William Eleroy Curtis
11221,1649025,The Bent Twig,Dorothy Canfield Fisher
11224,35724180,Utilitarianism,John Stuart Mill
11231,25091398,Bartleby the Scrivener: a tale of Wall Street,Herman Melville
11232,23437420,Bullets and Billets,Bruce Bairnsfather
11240,3944736,The Apartment Next Door,William Andrew Johnston
11247,36421870,The Exploits of Brigadier Gerard,Arthur Conan Doyle
11252,27810373,"Martin Hewitt, Investigator",Arthur Morrison
11255,1223422,Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves: Vol. II Arkansas Narratives Part 1,Work Projects Administration
11259,6357635,Polly and the Princess,Emma C. Dowd
11304,145155,The Lake,Richard Laymon
11319,157806,The Fairy Godmothers and Other Tales,Mrs. Alfred Gatty
11323,36443225,Caleb Williams Or Things as They Are,William Godwin
11324,22151118,This is the End,Stella Benson
11325,7686692,The Happiest Time of Their Lives,Alice Duer Miller
11327,20437079,English Literature: Modern,G. H. (George Herbert) Mair
11328,19389299,The Hunted Woman,James Oliver Curwood
11335,18872327,The Einstein Theory of Relativity A Concise Statement,Hendrik Antoon Lorentz
11345,19018999,Education as Service,J. (Jiddu) Krishnamurti
11354,19076337,The Irrational Knot Being the Second Novel of His Nonage,George Bernard Shaw
11357,1715564,Jimgrim and Allah's Peace,Talbot Mundy
11371,9852751,The Moorland Cottage,Elizabeth Gaskell
11373,11901069,Through the Wall,Cleveland Moffet
11377,2085055,The Man Whom the Trees Loved,Algernon Blackwood
11394,9181073,Fighting in Flanders,E. Alexander Powell
11395,257441,"Cheerful, by Request",Edna Ferber
11413,2031078,The Refugees - A Tale of Two Continents,Arthur Conan Doyle
11438,28094057,The Willows,Algernon Blackwood
11451,3418495,The Rome Express,Arthur Griffiths
11485,20441625,Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves Kansas Narratives,Work Projects Administration
11496,5989936,Poetry,Arthur Quiller-Couch
11526,524250,"Summer on the Lakes, in 1843",Margaret Fuller
11547,17198305,"Blackfoot Lodge Tales, the Story of a Prairie People",George Bird Grinnell
11555,23275247,Our Farm of Four Acres and the Money we Made by it,Miss Coulton
11556,4760341,Facing the Flag,Jules Verne
11562,8573782,Inquiries into Human Faculty and Its Development,Francis Galton
11582,8703859,Old Greek Stories,James  Baldwin
11603,6891531,The House of Cobwebs and Other Stories,George Gissing
11610,6348691,Madam Crowl's Ghost and the Dead Sexton,J. Sheridan Le Fanu
11620,119042,My Brilliant Career,Miles Franklin
11628,3697251,"Gossip in a Library,",Edmund Gosse
11635,1589367,Green Tea and Mr. Justice Harbottle,J. Sheridan Le Fanu
11641,10059988,Over There; War Scenes on the Western Front,Arnold Bennett
11643,3157588,John Caldigate,Anthony Trollope
11654,2504418,Confessions of a Young Man,George Moore
11673,2650331,Stickeen,John Muir
11682,19382538,The Soul of the War,Philip Gibbs
11688,6581746,History of Julius Caesar,Jacob Abbott
11689,10965299,Are Women People? - A Book of Rhymes for Suffrage Times,Alice Duer Miller
11693,18883072,"The world's great sermons, Volume 08 Talmage to Knox Little",Grenville Kleiser
11699,6346213,J. S. Le Fanu's Ghostly Tales V1,J. Sheridan Le Fanu
11703,18815097,The Swiss Family Robinson; or Adventures in a Desert Island,Johann David Wyss
11709,19241923,"Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves Arkansas Narratives, Part 6",Work Projects Administration
11715,232152,The Eyes of the World,Harold Bell Wright
11720,7244852,Fenton's Quest,Mary Elizabeth Braddon
11730,3141406,With the Allies,Richard Harding Davis
11733,15111815,A Mere Accident,George Moore
11737,14334273,Barks and Purrs,Colette
11746,2018639,Through the Brazilian Wilderness,Theodore Roosevelt
11757,144994,The Velveteen Rabbit 8X8,Margery Williams Bianco
11758,7512070,Baldy of Nome,Esther Birdsall Darling
11866,9582404,"The Life And Most Surprising Adventures Of Robinson Crusoe, Of York, Mariner (1801)",Daniel Defoe
11867,25264732,The Alaskan,James Oliver Curwood
11876,2455799,The Three Sisters,May Sinclair
11880,4218781,Ronicky Doone,Max Brand
11882,35558881,"Colonel Quaritch, V.C.: A Tale of Country Life",H. Rider Haggard
11883,19186800,Entertaining Made Easy,Emily Rose Burt
11897,11241140,On the Indian Sect of the Jainas,Georg Buhler
11900,6570305,Elizabeth Visits America,Elinor Glyn
11901,1902929,Tommy and Grizel,J.M. Barrie
11909,9212482,Bob the Castaway or the Wreck of the Eagle,Frank V. Webster
11913,2351294,Mr. Meeson's Will,H. Rider Haggard
11917,1729015,The Story of Ireland,Emily Lawless
11918,11306724,The Castle Inn,Stanley J. Weyman
11935,13831813,Mysticism in English Literature,Caroline Frances Eleanor Spurgeon
11936,10209924,The Wise Mamma Goose,Charlotte Herr
11938,4978929,Folklore Of The Santal Parganas,Cecil Henry Bompas
11941,954412,"The Winning of the West, Volume 1: From the Alleghanies to the Mississippi, 1769-1776",Theodore Roosevelt
11945,5976571,Essays of Schopenhauer,Arthur Schopenhauer
11965,18971632,Sex and Common-Sense,Agnes Maude Royden
11970,8843595,Wife in Name Only,Charlotte M. Brame
11981,18883065,"The World's Great Sermons, Volume 01 Basil to Calvin",Grenville Kleiser
11982,525145,"Eighty Years and More: Reminiscences, 1815-1897",Elizabeth Cady Stanton
11986,11184888,The Book of American Negro Poetry,James Weldon Johnson
11988,6149872,The Human Chord,Algernon Blackwood
12021,3121039,Adopting an Abandoned Farm,Kate Sanborn
12027,2304875,Crime: Its Cause and Treatment,Clarence Darrow
12034,9721239,"Knights of Malta, 1523-1798",R. Cohen
12041,7914053,The Shadow of the Cathedral,Vicente Blasco Ibanez
12051,22054788,Dick Sand A Captain at Fifteen,Jules Verne
12055,19076813,Slave Narratives: a Folk History of Slavery in the United States From Interviews with Former Slaves Mississippi Narratives,Work Projects Administration
12067,16116792,The Bee Man of Orn and Other Fanciful Tales,Frank R. Stockton
12083,19258512,"Eric, or Little by Little",Frederic W. Farrar
12085,973524,Annie Besant: An Autobiography,Annie Besant
12089,2813227,Letters of Travel 1892-1913,Rudyard Kipling
12096,18849733,"Bushido, the Soul of Japan",Inazo Nitobe
12103,9828091,The Tale of Mrs. Tiggy-Winkle,Beatrix Potter
12116,5402661,Struwwelpeter: Merry Stories and Funny Pictures,Heinrich Hoffmann
12172,9131045,Alone in London,Hesba Stretton
12181,13042656,The Story of Bessie Costrell,Mary Augusta Ward
12183,1980039,Wau-Bun: The Early Day in the Northwest,Juliette Augusta Magill Kinzie
12185,14386840,My Home in the Field of Honour,Frances Wilson Huard
12186,8208395,"The Principles Of Masonic Law: A Treatise On The Constitutional Laws, Usages And Landmarks Of Freemasonry",Albert G. MacKey
12187,2805307,The Mystery of 31 New Inn,R. Austin Freeman
12189,8871363,"Jim Waring of Sonora-Town, Or, Tang of Life",Henry Herbert Knibbs
12216,837452,The Pirates Own Book: Authentic Narratives of the Most Celebrated Sea Robbers,Charles Ellms
12224,5144133,We Girls: A Home Story,A.D.T. Whitney
12229,19167506,Who Goes There? The Story of a Spy in the Civil War,Blackwood Ketcham Benson
12234,2800366,Mr. Scarborough's Family,Anthony Trollope
12241,8760232,Poems by Emily Dickinson Third Series,Emily Dickinson
12242,12456197,"Poems by Emily Dickinson, Three Series, Complete",Emily Dickinson
12257,20297,The Go-Getter: A Story That Tells You How To Be One,Peter B. Kyne
12272,8886680,The History of Puerto Rico; From the Spanish Discovery to the American Occupation,Rudolph Adams Van Middeldyk
12277,26143997,The Delectable Duchy,Arthur Quiller-Couch
12317,1838314,Two Little Knights of Kentucky,Annie Fellows Johnston
12337,18908177,Dickens in Camp,Bret Harte
12341,7057796,Against the Grain,Joris-Karl Huysmans
12346,4051531,A Roman Singer,Francis Marion Crawford
12352,182086,Iola Leroy: Shadows Uplifted,Frances Ellen Watkins Harper
12354,664693,Pink and white tyranny. A society novel,Harriet Beecher Stowe
12389,19100368,Sappho: One Hundred Lyrics,Bliss Carman
12400,11043832,Bismarck and the Foundation of the German Empire,James Wycliffe Headlam
12422,30704707,Journal of a Residence on a Georgian Plantation in 1838-1839,Fanny Kemble
12431,19281444,"The Coquette, or, The History of Eliza Wharton A Novel: Founded on Fact",Hannah Webster Foster
12436,10260616,The Night Horseman,Max Brand
12439,8326131,"Notes on Nursing: What It Is, and What It Is Not",Florence Nightingale
12461,13432779,Castles in the Air,Emmuska Orczy
12474,19167052,Write It Right A Little Blacklist of Literary Faults,Ambrose Bierce
12476,8662523,Ships that Pass in the Night,Beatrice Harraden
12478,18711345,Books and Characters French & English,Lytton Strachey
12480,8246564,Clairvoyance and Occult Powers,William Walker Atkinson
12484,25398830,The knave of diamonds,Ethel M. Dell
12492,14293703,Recent Tendencies in Ethics: Three Lectures to Clergy Given at Cambridge,William Ritchie Sorley
12494,208366,Notebook of Anton Chekhov,Anton Chekhov
12516,3217001,The Way of an Eagle,Ethel M. Dell
12527,10925138,Kimono,John Paris
12540,8507889,George Washington,William Roscoe Thayer
12555,611263,The Tragedy of the Korosko,Arthur Conan Doyle
12558,341863,Snarleyyow or the Dog Fiend,Frederick Marryat
12570,19399497,"Starr, of the Desert",B.M. Bower
12577,11973892,Strange True Stories of Louisiana,George W. Cable
12578,18039640,"Shakespeare's play of the Merchant of Venice Arranged for Representation at the Princess's Theatre, with Historical and Explanatory Notes by Charles Kean, F.S.A.",William Shakespeare
12581,29355277,Elbow-Room:  A Novel Without a Plot,Charles Heber Clark
12591,1014824,Tiger and Tom and Other Stories for Boys,Various
12607,14330095,You Can Search Me,Hugh McHugh
12615,4682573,Song of Our Syrian Guest,William Allen Knight
12621,787463,The Book of Dreams and Ghosts,Andrew Lang
12623,18680865,The Life and Adventures of Robinson Crusoe (1808),Daniel Defoe
12630,752907,The Adventures of Old Mr. Toad,Thornton W. Burgess
12631,7817492,The Seven Little Sisters Who Live on the Round Ball That Floats in the Air,Jane  Andrews
12640,20450257,Trial of Mary Blandy,William Roughead
12662,574139,Four Girls at Chautauqua,Pansy
12669,514575,Marriage,Susan Ferrier
12672,6618359,A Spinner in the Sun,Myrtle Reed
12690,2090622,"The High School Pitcher: or, Dick & Co. on the Gridley Diamond",H. Irving Hancock
12733,13616405,Tokyo to Tijuana: Gabriele Departing America,Steven David Justin Sills
12742,2241599,"Minstrelsy of the Scottish Border, Volume 1",Walter Scott
12743,1888427,The Author's Craft,Arnold Bennett
12753,8380905,The Legends Of King Arthur And His Knights,Thomas Malory
12768,4689688,Penny Plain,O. Douglas
12773,12900406,Mr. Prohack,Arnold Bennett
12797,903354,The Log of a Cowboy: A Narrative of the Old Trail Days,Andy Adams
12803,132247,Headlong Hall,Thomas Love Peacock
12811,7345792,The Human Machine,Arnold Bennett
12813,20496927,Quit Your Worrying!,George Wharton James
12815,11472630,"American Cookery - The Art of Dressing Viands, Fish, Poultry, and Vegetables",Amelia Simmons
12816,3609868,The Devil's Pool,George Sand
12820,9047676,The Case for India,Annie Besant
12830,6239948,The Perfect Tribute,Mary Raymond Shipman Andrews
12835,1530498,Lena Rivers,Mary J. Holmes
12843,18951937,Poems Household Edition,Ralph Waldo Emerson
12854,8132548,The Master's Indwelling,Andrew Murray
12858,8457624,The Lilac Girl,Ralph Henry Barbour
12871,190008,The Insurrection in Dublin,James Stephens
12881,8062776,Mrs. Budlong's Christmas Presents,Rupert Hughes
12901,18881447,The Moon-Voyage,Jules Verne
12902,6868658,A Textbook of Theosophy,Charles W. Leadbeater
12904,11124667,Light,Henri Barbusse
12910,6409591,Early Britain-Roman Britain,Edward Conybeare
12914,8719757,One Hundred Best Books: With Commentary and an Essay on Books and Reading,John Cowper Powys
12915,6100169,The White Devil,John Webster
12932,2688840,Four Max Carrados Detective Stories,Ernest Bramah
12954,1294145,The Phantom Ship,Frederick Marryat
12962,1869367,Hand Shadows To Be Thrown Upon The Wall,Henry Bursill
12974,21109710,Christmas Entertainments,Alice Maude Kellogg
12978,21450668,In Search of Gravestones Old and Curious,W.T. (William Thomas) Vincent
12986,2381867,The Card: A Story of Adventure in the Five Towns,Arnold Bennett
13000,757658,The Rough Riders,Theodore Roosevelt
13007,18889986,"The Edda, Volume 1 The Divine Mythology of the North, Popular Studies in Mythology,Romance, and Folklore, No. 12",L. Winifred Faraday
13010,341862,Frank Mildmay or the Naval Officer,Frederick Marryat
13015,25237933,Tales of Old Japan,Algernon Bertram Freeman-Mitford
13029,1112928,The Art of the Moving Picture,Vachel Lindsay
13035,29807911,The Goop Directory of Juvenile Offenders Famous for their Misdeeds and Serving as a Salutary Example for all Virtuous Children,Gelett Burgess
13042,22787633,"Knickerbocker's History of New York, Complete",Washington Irving
13047,55293,Daniel Webster,Henry Cabot Lodge
13064,12352957,Persia Revisited,Thomas Edward Gordon
13084,7074269,Back to Methuselah: A Metabiological Pentateuch,George Bernard Shaw
13085,2443402,A Diversity of Creatures,Rudyard Kipling
13097,18849998,"Lives of the Most Remarkable Criminals Who have been Condemned and Executed for Murder, the Highway, Housebreaking, Street Robberies, Coining or other offences",Arthur L. Hayward
13123,949705,The Great Prince Shan,E. Phillips Oppenheim
13124,20660671,"History of Kershaw's Brigade With Complete Roll of Companies, Biographical Sketches, Incidents, Anecdotes, etc.",D. Augustus Dickert
13131,6519002,The Were-Wolf,Clemence Housman
13137,12927598,The Secret of Dreams,Yacki Raizizun
13141,16071125,Princess Priscilla's Fortnight,Elizabeth von Arnim
13142,8240623,Self-Development and the Way to Power,Louis William Rogers
13144,963714,Medieval People,Eileen Power
13146,21186901,The Beauty and the Bolshevist,Alice Duer Miller
13152,2806837,The Firm of Girdlestone,Arthur Conan Doyle
13159,576781,Lost Illusions,Honore de Balzac
13160,7551321,An Iron Will,Orison Swett Marden
13172,11452063,True Stories of Crime from the District Attorney's Office,Arthur Cheney Train
13181,23180356,The Boy with the U.S. Census,Francis Rolt-Wheeler
13202,34738809,"""Co. Aytch"", Maury Grays, First Tennessee Regiment, or A Side Show of the Big Show",Sam R. Watkins
13238,20898804,Six Women,Victoria Cross
13272,19057552,"Beethoven's Letters 1790-1826, Volume 2",Ludwig van Beethoven
13279,4343141,A Yankee in the Trenches,R. Derby Holmes
13293,6600636,Tales of the Five Towns,Arnold Bennett
13307,6481201,Scattergood Baines,Clarence Budington Kelland
13312,5761311,The Light That Lures,Percy James Brebner
13332,19007327,Fifteen Years in Hell An Autobiography,Luther Benson
13355,19389679,Happy Jack,Thornton W. Burgess
13372,4211052,The Gloved Hand,Burton E. Stevenson
13384,2570306,The Covered Wagon,Emerson Hough
13397,1742350,History Of The Comstock Patent Medicine Business And Dr. Morse's Indian Root Pills,Robert B. Shaw
13402,18752021,The Hindu-Yogi Science Of Breath,William Walker Atkinson
13435,36183720,On the Choice of Books,Thomas Carlyle
13453,8323772,The Testing of Diana Mallory,Mary Augusta Ward
13454,1488457,Aylwin,Theodore Watts-Dunton
13482,20507314,What the Schools Teach and Might Teach,John Franklin Bobbitt
13493,1048976,The American Frugal Housewife,Lydia Maria Francis Child
13498,8467588,The Fortieth Door,Mary Hastings Bradley
13501,6497497,Lady Connie,Mary Augusta Ward
13504,11718663,Haydn,John F. Runciman
13511,7470037,The Daughter of the Commandant,Alexander Pushkin
13514,26813900,Tales of a Traveller,Washington Irving
13515,7048252,Bracebridge Hall or the Humorists,Washington Irving
13517,19429338,In Bohemia with Du Maurier: The First of a Series of Reminiscences,Felix Moscheles
13522,6624689,Superseded,May Sinclair
13527,15114476,"Ticket No. ""9672""",Jules Verne
13529,30684488,"The Influence of Sea Power Upon History, 1660-1783",Alfred Thayer Mahan
13530,5606099,Halcyone,Elinor Glyn
13534,546238,Past and Present,Thomas Carlyle
13541,11298219,"The Collected Works of Ambrose Bierce, Volume 1",Ambrose Bierce
13555,1257797,Youth and the Bright Medusa,Willa Cather
13559,1291596,"The Backwoods Of Canada; Being Letters From The Wife Of An Emigrant Officer, Illustrative Of The Domestic Economy Of British America",Catharine Parr Traill
13574,19249576,"Keeping Fit All the Way How to Obtain and Maintain Health, Strength and Efficiency",Walter Camp
13589,14468539,The Theory of the Theatre and Other Principles of Dramatic Criticism,Clayton Meeker Hamilton
13626,11627566,The Forty Five Guardsmen,Alexandre Dumas
13649,19420961,Laughable Lyrics,Edward Lear
13665,5310696,War in the Garden of Eden,Kermit  Roosevelt
13669,18922922,The New Dr. Price Cookbook,Royal Baking Powder Co.
13673,12413708,The Pacha of Many Tales,Frederick Marryat
13694,2055493,Mince Pie,Christopher Morley
13723,11146905,Leonora,Arnold Bennett
13726,13454959,"Apology, Crito, and Phaedo of Socrates",Plato
13740,10410371,Mischievous Maid Faynie,Laura Jean Libbey
13748,18896368,Have faith in Massachusetts; 2d ed. A Collection of Speeches and Messages,Calvin Coolidge
13759,8130395,Secret societies: a discussion of their character and claims,David Macdill
13763,6376858,The Lamp in the Desert,Ethel M. Dell
13774,25934944,"Rosa Mundi, and Other Stories",Ethel M. Dell
13775,18909975,Every Step in Canning The Cold-Pack Method,Grace Viall Gray
13782,9462054,Lady Rose's Daughter,Mary Augusta Ward
13784,10946063,Mr. Dooley: In the Hearts of His Countrymen,Finley Peter Dunne
13801,14613133,Harvest,Mary Augusta Ward
13820,10811493,Unhappy Far-Off Things,Lord Dunsany
13830,18964931,The Wreck of the Hesperus,Henry Wadsworth Longfellow
13833,872716,Blackfeet Indian Stories,George Bird Grinnell
13871,7118365,The practise of the presence of God the best rule of a holy life,Brother Lawrence
13876,7314583,The Great Taboo,Grant Allen
13882,19187397,John Thorndyke's Cases related by Christopher Jervis and edited by R. Austin Freeman,R. Austin Freeman
13913,12777089,The Port of Missing Men,Meredith Nicholson
13937,7708365,The Mysterious Rider,Zane Grey
13940,18899574,The Problem of China,Bertrand Russell
13944,9850427,After London or Wild England,Richard Jefferies
13960,29756494,Charles Rex,Ethel M. Dell
13969,8518094,The Hill of Dreams,Arthur Machen
13996,4861024,The Divine Fire,May Sinclair
14004,12887775,The Every-Day Life of Abraham Lincoln: A Narrative and Descriptive Biography with Pen-Pictures and Personal Recollections by Those Who Knew Him,Francis Fisher Browne
14005,8148966,The Ladies Delight,Anonymous
14006,8163068,An English Grammar,William Malone Baskervill
14015,8667847,The Discovery of Witches,Matthew Hopkins
14016,11459914,John Knox and the Reformation,Andrew Lang
14017,8613637,"Clara A. Swain, M.D.",Mrs. Robert Hoskins
14020,18991455,The Works of Horace,Horace
14021,23575051,Lord of the World,Robert Hugh Benson
14026,7981725,Spiritual Life and the Word of God,Emanuel Swedenborg
14044,19052262,The Angels of Mons The Bowmen and Other Legends of the War,Arthur Machen
14058,19311078,"Readings on Fascism and National Socialism Selected by members of the department of philosophy, University of Colorado",Various
14080,5002395,Custom and Myth,Andrew Lang
14084,8435507,A Vindication of the Press,Daniel Defoe
14094,19187060,The Suppressed Poems of Alfred Lord Tennyson,Alfred Tennyson
14098,5224732,Hieroglyphic Tales,Horace Walpole
14107,18936670,The Lost Stradivarius,John Meade Falkner
14126,19077437,The Marriage of William Ashe,Mary Augusta Ward
14128,3781084,Toni: The Little Woodcarver,Johanna Spyri
14154,15758324,The Tale Of Terror: A Study Of The Gothic Romance,Edith Birkhead
14167,3631139,The Red Redmaynes,Eden Phillpotts
14168,856232,Widdershins,Oliver Onions
14169,1788401,Ethel Hollister's Second Summer as a Campfire Girl,Irene Elliott Benson
14176,21481667,The Dweller on the Threshold,Robert S. Hichens
14195,26777081,"The Haunted and the Haunters; Or, the House and the Brain",Edward Bulwer-Lytton
14202,13498055,Little Prudy's Sister Susie,Sophie May
14206,7689554,I Saw Three Ships and Other Winter Tales,Arthur Quiller-Couch
14209,1363427,Kybalion: A Study of the Hermetic Philosophy of Ancient Egypt and Greece,Three Initiates
14218,2910722,The Story of Alchemy and the Beginnings of Chemistry,Matthew Moncrieff Pattison Muir
14220,19337,The Tale of the Flopsy Bunnies,Beatrix Potter
14228,2551913,Bracebridge Hall,Washington Irving
14255,3924633,Hints for Lovers,Arnold Haultain
14257,338709,The Magician,W. Somerset Maugham
14264,1514213,The Practice and Science of Drawing,Harold Speed
14268,379319,Historia Calamitatum,Pierre Abelard
14273,2053332,Invisible Links,Selma Lagerlof
14275,1865707,The Necromancers,Robert Hugh Benson
14291,3206604,The Story of Geographical Discovery: How the World Became Known,Joseph Jacobs
14301,2133706,Atlantida,Pierre Benoit
14314,180827,Etiquette,Emily Post
14317,11360118,The Sorcery Club,Elliott O'Donnell
14323,315298,Là-Bas,Joris-Karl Huysmans
14328,3209413,The Consolation of Philosophy,Boethius
14332,13432747,Cleek: the Man of the Forty Faces,Thomas W. Hanshew
14334,14330846,The Range Dwellers,B.M. Bower
14355,18167901,54-40 or Fight,Emerson Hough
14356,1798533,The Emperor of Portugalia,Selma Lagerlof
14360,9485959,"The Dawn and the Day Or, the Buddha and the Christ, Part I",Henry Thayer Niles
14363,13284171,The Worst Journey in the World: Antarctic 1910-1913,Apsley Cherry-Garrard
14366,20389850,Argentina from a British Point of View and Notes on Argentine Life,Campbell Patrick Ogilvie
14367,1105476,When a Man's a Man,Harold Bell Wright
14375,8375340,The Adventures of Grandfather Frog,Thornton W. Burgess
14393,7390400,The Inner Shrine,Basil King
14395,6433470,Septimus,William J. Locke
14396,543095,His Family,Ernest Poole
14407,10319646,The Tale of Benjamin Bunny,Beatrix Potter
14409,1303825,Esther,Henry Adams
14410,8247814,Gawayne and the Green Knight: A Fairy Tale,Charlton Miner Lewis
14412,8550577,The History of the Great Irish Famine of 1847 (3rd ed.) (1902) With Notices of Earlier Irish Famines,John O'Rourke
14418,8990043,Thrift,Samuel Smiles
14424,14215422,The Eventful History of the Mutiny and Piratical Seizure of H.M.S. Bounty: Its Cause and Consequence.,John Barrow
14453,7200509,Hope of the Gospel,George MacDonald
14461,3825383,Letters on Demonology and Witchcraft,Walter Scott
14471,20729941,The Empty House and Other Ghost Stories,Algernon Blackwood
14474,1521810,A Chemical History of a Candle,Michael Faraday
14480,15068056,Twenty-Six and One and Other Stories,Maxim Gorky
14486,4653084,The Thunder Bird,B.M. Bower
14487,3137082,The Lion's Share,Arnold Bennett
14506,6088371,The White Linen Nurse,Eleanor Hallowell Abbott
14521,2486999,Memories: A Story of German Love,Friedrich Max Muller
14534,9673838,Christmas with Grandma Elsie,Martha Finley
14535,12763567,A Christmas Sermon,Robert Louis Stevenson
14540,525598,When William Came,Saki
14542,19376455,The Lonesome Trail and Other Stories,B.M. Bower
14545,7743900,Copper Streak Trail,Eugene Manlove Rhodes
14546,7155176,Betty Gordon at Mountain Camp: Or the Mystery of Ida Bellethorne,Alice B. Emerson
14565,18619387,"COSMOS: A Sketch of the Physical Description of the Universe, Vol. 1",Alexander von Humboldt
14572,18901296,The Spirit of Christmas,Henry Van Dyke
14576,3123907,Modern Mythology,Andrew Lang
14590,19490439,"A New Hochelagan Burying-ground Discovered at Westmount on the Western Spur of Mount Royal, Montreal, July-September, 1898",William Douw Lighthall
14591,5034919,Fausto,Johann Wolfgang von Goethe
14598,19064369,The Goose Girl,Harold MacGrath
14602,6249442,War Brides: A Play in One Act,Marion Craig Wentworth
14624,12207266,Santa Claus's partner,Thomas Nelson Page
14627,185051,Veronica,Johanna Spyri
14632,51134,The Mystery of Mary,Grace Livingston Hill
14636,6560219,Tragic Sense Of Life,Miguel de Unamuno
14646,1140706,Christopher and Columbus,Elizabeth von Arnim
14653,1884776,The Feast of St. Friend,Arnold Bennett
14654,670773,A Daughter of the Snows,Jack London
14655,17319129,Big People and Little People of Other Lands,Edward R. Shaw
14657,11394066,Philo-Judaeus of Alexandria,Norman DeMattos Bentwich
14658,324126,The Road,Jack London
14667,36374,A Christmas Garland,Max Beerbohm
14672,1344447,The Religion of the Ancient Celts,John Arnott MacCulloch
14712,609599,Vandover and the Brute,Frank Norris
14714,9638695,Half Portions,Edna Ferber
14715,344952,The House in Good Taste,Elsie De Wolfe
14717,2344476,Twelve Men,Theodore Dreiser
14732,752963,The Adventures of Unc' Billy Possum,Thornton W. Burgess
14735,19115601,Political Thought in England from Locke to Bentham,Harold J. Laski
14749,2514331,The High Deeds of Finn and Other Bardic Romances of Ancient Ireland,T.W. Rolleston
14757,10204618,The war poems of Siegfried Sassoon,Siegfried Sassoon
14797,885512,The Tale of Timmy Tiptoes,Beatrix Potter
14814,32615012,The tale of Jemima puddle-duck,Beatrix Potter
14818,20451419,The Daughter of Anderson Crow,George Barr McCutcheon
14833,18882346,Varney the Vampire Or the Feast of Blood,Thomas Peckett Prest
14837,22891122,The Tale of Tom Kitten,Beatrix Potter
14848,8376281,The Story of Miss Moppet,Beatrix Potter
14849,8358377,Leaves of Life for Daily Inspiration,Margaret Bird Steinmetz
14851,433416,Uncle Silas: A Tale of Bartram-Haugh,J. Sheridan Le Fanu
14853,19484736,"The Stowmarket Mystery Or, A Legacy of Hate",Louis Tracy
14863,21035232,The Tinder-Box,Maria Thompson Daviess
14868,1294251,The Tailor of Gloucester,Beatrix Potter
14872,10290539,The Tale of Squirrel Nutkin,Beatrix Potter
14875,1968505,Elsie's Children,Martha Finley
14877,608727,The Tale of Ginger and Pickles,Beatrix Potter
14881,19052330,The Log School-House on the Columbia,Hezekiah Butterworth
14885,968595,Red Pottage,Mary Cholmondeley
14888,1636013,The Inheritors,Joseph Conrad
14890,19388902,The Hunters of the Hills,Joseph Alexander Altsheler
14896,8769136,The Diamond Master,Jacques Futrelle
14907,22070623,Living Alone,Stella Benson
14916,16082904,Fairy Tales Every Child Should Know,Hamilton Wright Mabie
14946,8877571,The Blossoming Rod,Mary Stewart Doubleday Cutting
14954,18928776,The Cid,Pierre Corneille
14958,10151035,"Mother West Wind ""Why"" Stories",Thornton W. Burgess
14961,2179170,Sentimental Tommy a Story of His Boyhood,J.M. Barrie
14971,9393276,History of Holland,George Edmundson
14975,6970597,Southern Horrors: Lynch Law in All Its Phases,Ida B. Wells-Barnett
14976,25990215,"Mob Rule in New Orleans: Robert Charles and His Fight to Death, the Story of His Life, Burning Human Beings Alive, Other Lynching Statistics",Ida B. Wells-Barnett
14977,19347293,The Red Record Tabulated Statistics and Alleged Causes of Lynching in the United States,Ida B. Wells-Barnett
15006,7370198,Historic Papers on the Causes of the Civil War,Eugenia Dunlap Potts
15013,6032477,The Keeper of the Door,Ethel M. Dell
15040,4962046,McGuffey's Fifth Eclectic Reader,William Holmes McGuffey
15041,2100757,The Negro Problem,Booker T. Washington
15043,11764379,"The Works of the Right Honourable Edmund Burke, Vol. 01 (Of 12)",Edmund Burke
15044,12485436,A Reversible Santa Claus,Meredith Nicholson
15045,20878046,"Autobiography, Letters and Literary Remains of Mrs. Piozzi (Thrale) (2nd ed.) (2 vols.) Edited with notes and Introductory Account of her life and writings",Hester Lynch Piozzi
15076,1531663,Principles of Maritime Strategy,Julian Stafford Corbett
15077,18334508,The Tale of Mr. Jeremy Fisher,Beatrix Potter
15089,18838835,The Deserter,Richard Harding Davis
15096,18974090,My Life In The South,Jacob Stroyer
15097,6561941,A Grammar of the English Tongue,Samuel Johnson
15098,11177182,Diderot and the Encyclopaedists (Vol 1 of 2),John Morley
15099,649387,The Hoosier Schoolmaster: A Story of Backwoods Life in Indiana,Edward Eggleston
15100,9906317,The Voyage of Governor Phillip to Botany Bay with an Account of the Establishment of the Colonies of Port Jackson and Norfolk Island (1789),Arthur Phillip
15141,8727428,"Beethoven, a Character Study: Together with Wagner's Indebtedness to Beethoven",George Alexander Fischer
15160,3532682,On Commando,Dietlof Van Warmelo
15162,6520970,Scotland's Mark on America,George Fraser Black
15164,11483790,Folk Tales Every Child Should Know,Hamilton Wright Mabie
15168,19049069,Bowser the Hound,Thornton W. Burgess
15169,8461501,The Bobbsey Twins in a Great City,Laura Lee Hope
